title,revenue,budget,genres,release_date,original_language,profit
Troy,497409852,175000000,"Adventure, History, War, Action",5/13/2004,en,322409852
(500) Days of Summer,60781545,7500000,"Comedy, Drama, Romance",7/17/2009,en,53281545
Braveheart,213216216,72000000,"Action, Drama, History, War",5/24/1995,en,141216216
The Lion King,1663075401,260000000,"Adventure, Drama, Family",7/12/2019,en,1403075401
Star Trek,385680446,150000000,"Science Fiction, Action, Adventure",5/6/2009,en,235680446
Indiana Jones and the Last Crusade,474171806,48000000,"Adventure, Action",5/24/1989,en,426171806
Black Widow,379751131,200000000,"Action, Adventure, Science Fiction",7/7/2021,en,179751131
Psycho,32000000,806947,"Horror, Drama, Thriller",6/22/1960,en,31193053
Beauty and the Beast,424967620,25000000,"Romance, Family, Animation, Fantasy",10/22/1991,en,399967620
Murder on the Orient Express,352794081,55000000,"Mystery, Drama, Crime",11/3/2017,en,297794081
Men in Black II,445135288,140000000,"Action, Adventure, Comedy, Science Fiction",7/3/2002,en,305135288
Mission: Impossible - Ghost Protocol,694713380,145000000,"Action, Thriller, Adventure",12/7/2011,en,549713380
The Fast and the Furious,207283925,38000000,"Action, Crime, Thriller",6/22/2001,en,169283925
Venom: Let There Be Carnage,506863592,110000000,"Science Fiction, Action, Adventure",9/30/2021,en,396863592
Requiem for a Dream,7390108,4500000,"Crime, Drama",10/6/2000,en,2890108
The Pursuit of Happyness,307077295,55000000,Drama,12/14/2006,en,252077295
The Matrix Revolutions,424988211,150000000,"Adventure, Action, Thriller, Science Fiction",11/5/2003,en,274988211
Toy Story 4,1073394593,175000000,"Family, Adventure, Animation, Comedy, Fantasy",6/19/2019,en,898394593
Ice Age: The Meltdown,660998756,80000000,"Animation, Family, Comedy, Adventure",3/29/2006,en,580998756
Godzilla vs. Kong,470116094,200000000,"Action, Science Fiction, Thriller",3/24/2021,en,270116094
Frozen II,1450026933,150000000,"Family, Animation, Adventure, Comedy, Fantasy",11/20/2019,en,1300026933
Star Wars: The Rise of Skywalker,1074144248,250000000,"Adventure, Action, Science Fiction",12/18/2019,en,824144248
Into the Wild,56255142,15000000,"Adventure, Drama",9/11/2007,en,41255142
Trainspotting,16491080,4000000,"Drama, Crime",2/23/1996,en,12491080
X-Men: The Last Stand,459359555,210000000,"Adventure, Action, Science Fiction, Thriller",5/24/2006,en,249359555
The Wolverine,415440673,120000000,"Action, Science Fiction, Adventure, Fantasy",7/23/2013,en,295440673
Hidden Figures,235956898,25000000,"Drama, History",12/10/2016,en,210956898
Hancock,629443428,150000000,"Fantasy, Action",7/1/2008,en,479443428
How to Train Your Dragon 2,621537519,145000000,"Fantasy, Action, Adventure, Animation, Comedy, Family",6/5/2014,en,476537519
Mulan,304320254,90000000,"Animation, Family, Adventure",6/18/1998,en,214320254
Sonic the Hedgehog,319715683,85000000,"Action, Science Fiction, Comedy, Family",2/12/2020,en,234715683
Independence Day,817400891,75000000,"Action, Adventure, Science Fiction",6/25/1996,en,742400891
Million Dollar Baby,216763646,30000000,Drama,12/15/2004,en,186763646
The Greatest Showman,432844677,84000000,Drama,12/20/2017,en,348844677
Shazam!,366080049,80000000,"Action, Comedy, Fantasy",3/29/2019,en,286080049
Fantastic Four,333535934,100000000,"Action, Adventure, Fantasy, Science Fiction",6/29/2005,en,233535934
Aliens,183316455,18500000,"Action, Thriller, Science Fiction",7/18/1986,en,164816455
Tenet,365304105,205000000,"Action, Thriller, Science Fiction",8/22/2020,en,160304105
Jojo Rabbit,82468705,14000000,"Comedy, War, Drama",10/18/2019,en,68468705
District 9,210819611,30000000,Science Fiction,8/5/2009,en,180819611
Room,35401758,13000000,"Drama, Thriller",10/16/2015,en,22401758
Home Alone 2: Lost in New York,358994850,18000000,"Comedy, Family, Adventure",11/19/1992,en,340994850
The Da Vinci Code,767820459,125000000,"Thriller, Mystery",5/17/2006,en,642820459
The Bourne Identity,214034224,60000000,"Action, Drama, Mystery, Thriller",6/14/2002,en,154034224
The Twilight Saga: New Moon,709827462,50000000,"Adventure, Fantasy, Drama, Romance",11/18/2009,en,659827462
Encanto,253000000,50000000,"Animation, Comedy, Family, Fantasy",10/13/2021,en,203000000
Unbreakable,248118121,75000000,"Thriller, Drama, Mystery",11/22/2000,en,173118121
Star Trek Into Darkness,467365246,190000000,"Action, Adventure, Science Fiction",5/5/2013,en,277365246
The Batman,770945583,185000000,"Crime, Mystery, Thriller",3/1/2022,en,585945583
A Bug's Life,363258859,120000000,"Adventure, Animation, Comedy, Family",11/25/1998,en,243258859
xXx: Return of Xander Cage,346147658,85000000,"Action, Adventure, Crime",1/13/2017,en,261147658
Cruella,233503234,200000000,"Comedy, Crime",5/26/2021,en,33503234
Indiana Jones and the Temple of Doom,333000000,28000000,"Adventure, Action",5/23/1984,en,305000000
Watchmen,185258983,130000000,"Action, Mystery, Science Fiction",3/4/2009,en,55258983
The Nightmare Before Christmas,75634409,24000000,"Fantasy, Animation, Family",10/9/1993,en,51634409
Shang-Chi and the Legend of the Ten Rings,432243292,150000000,"Action, Adventure, Fantasy",9/1/2021,en,282243292
Alita: Battle Angel,404980543,170000000,"Action, Science Fiction, Adventure",1/31/2019,en,234980543
Godzilla,529076069,160000000,"Action, Drama, Science Fiction",5/14/2014,en,369076069
The Twilight Saga: Breaking Dawn - Part 2,829747654,120000000,"Adventure, Fantasy, Drama, Romance",11/13/2012,en,709747654
The Pianist,120072577,35000000,"Drama, War",9/17/2002,en,85072577
Saw,103911669,1200000,"Horror, Mystery, Crime",10/1/2004,en,102711669
The Mummy,415885488,80000000,"Adventure, Action, Fantasy",4/16/1999,en,335885488
The Big Short,133346506,28000000,"Comedy, Drama",12/11/2015,en,105346506
Shrek the Third,813367380,160000000,"Fantasy, Adventure, Animation, Comedy, Family",5/17/2007,en,653367380
Snatch,83557872,10000000,"Crime, Comedy",9/1/2000,en,73557872
We're the Millers,269994119,37000000,"Comedy, Crime",8/7/2013,en,232994119
The Twilight Saga: Breaking Dawn - Part 1,712171856,110000000,"Adventure, Fantasy, Romance",11/16/2011,en,602171856
The Twilight Saga: Eclipse,698491347,68000000,"Adventure, Fantasy, Drama, Romance",6/23/2010,en,630491347
Elysium,286140700,115000000,"Science Fiction, Action, Drama, Thriller",8/7/2013,en,171140700
Corpse Bride,118133252,40000000,"Romance, Fantasy, Animation",9/12/2005,en,78133252
Mission: Impossible - Rogue Nation,682716636,150000000,"Action, Adventure",7/23/2015,en,532716636
The Equalizer,192330738,55000000,"Thriller, Action, Crime",9/24/2014,en,137330738
The King's Speech,414211549,15000000,"Drama, History",11/26/2010,en,399211549
Ghostbusters,296187079,30000000,"Comedy, Fantasy",6/8/1984,en,266187079
The Hangover Part III,362000072,103000000,Comedy,5/23/2013,en,259000072
Mission: Impossible,457731198,80000000,"Adventure, Action, Thriller",5/22/1996,en,377731198
Hotel Transylvania,358375603,85000000,"Animation, Comedy, Family, Fantasy",9/20/2012,en,273375603
San Andreas,473990832,110000000,"Action, Drama, Thriller",5/27/2015,en,363990832
War for the Planet of the Apes,490719763,150000000,"Drama, Science Fiction, War",7/11/2017,en,340719763
It Chapter Two,473122525,79000000,"Horror, Fantasy",9/4/2019,en,394122525
Annihilation,43070915,40000000,"Science Fiction, Horror",2/22/2018,en,3070915
Minority Report,358372926,102000000,"Action, Thriller, Science Fiction, Mystery",6/20/2002,en,256372926
Dallas Buyers Club,55736588,5000000,"Drama, History",11/1/2013,en,50736588
Doctor Strange in the Multiverse of Madness,955775804,200000000,"Fantasy, Action, Adventure",5/4/2022,en,755775804
Transformers: Revenge of the Fallen,836303693,200000000,"Science Fiction, Action, Adventure",6/19/2009,en,636303693
Jumanji: The Next Level,801693929,125000000,"Adventure, Comedy, Fantasy",12/4/2019,en,676693929
Mean Girls,130126277,17000000,Comedy,4/30/2004,en,113126277
Solo: A Star Wars Story,392952373,250000000,"Science Fiction, Adventure, Action",5/15/2018,en,142952373
Terminator Genisys,440603537,155000000,"Science Fiction, Action, Thriller, Adventure",6/23/2015,en,285603537
The Purge,89328627,3000000,"Science Fiction, Horror, Thriller",5/31/2013,en,86328627
Lady Bird,78966486,10000000,"Drama, Comedy",9/1/2017,en,68966486
Sicario,84872444,30000000,"Action, Crime, Thriller",9/17/2015,en,54872444
Wonder Woman 1984,169601036,200000000,"Action, Adventure, Fantasy",12/16/2020,en,-30398964
Alien: Covenant,240891763,97000000,"Science Fiction, Horror, Mystery",5/9/2017,en,143891763
Glass,246999039,20000000,"Thriller, Drama, Science Fiction",1/16/2019,en,226999039
About Time,87100449,12000000,"Drama, Romance, Fantasy",9/4/2013,en,75100449
After,69497587,14000000,"Romance, Drama",4/11/2019,en,55497587
Ocean's Eight,297718711,70000000,"Crime, Comedy, Action",6/7/2018,en,227718711
"Crazy, Stupid, Love.",145079584,50000000,"Comedy, Drama, Romance",7/29/2011,en,95079584
The Conjuring 2,321834351,40000000,"Horror, Thriller",6/8/2016,en,281834351
Spotlight,98690254,20000000,"Drama, History",11/6/2015,en,78690254
Shaun of the Dead,30097092,6100000,"Horror, Comedy",4/9/2004,en,23997092
Argo,232325503,44500000,"Drama, Thriller",10/11/2012,en,187825503
The Lost World: Jurassic Park,618638999,73000000,"Adventure, Action, Science Fiction",5/23/1997,en,545638999
Transformers: Dark of the Moon,1123794079,195000000,"Action, Science Fiction, Adventure",6/28/2011,en,928794079
War of the Worlds,603873119,132000000,"Adventure, Thriller, Science Fiction",6/28/2005,en,471873119
Top Gun,356830601,15000000,"Romance, Drama, Action",5/16/1986,en,341830601
Source Code,147332697,32000000,"Thriller, Science Fiction, Mystery",3/30/2011,en,115332697
The Suicide Squad,168717425,185000000,"Action, Comedy, Adventure",7/28/2021,en,-16282575
Ice Age: Dawn of the Dinosaurs,886686817,90000000,"Animation, Comedy, Family, Adventure",6/26/2009,en,796686817
Twelve Monkeys,168841459,29000000,"Science Fiction, Thriller, Mystery",12/29/1995,en,139841459
The Jungle Book,966550600,175000000,"Family, Adventure, Drama, Fantasy",4/7/2016,en,791550600
The Secret Life of Pets,875457937,75000000,"Adventure, Comedy, Animation, Family",6/18/2016,en,800457937
Free Guy,331526598,110000000,"Comedy, Adventure, Science Fiction",8/11/2021,en,221526598
12 Angry Men,1000000,350000,Drama,4/10/1957,en,650000
Indiana Jones and the Kingdom of the Crystal Skull,786636033,185000000,"Adventure, Action",5/21/2008,en,601636033
Luca,49750471,200000000,"Animation, Comedy, Fantasy, Adventure, Family",6/17/2021,en,-150249529
Transformers: Age of Extinction,1104054072,210000000,"Science Fiction, Action, Adventure",6/25/2014,en,894054072
Fast Five,626137675,125000000,"Action, Thriller, Crime",4/20/2011,en,501137675
Ghost in the Shell,169801921,110000000,"Science Fiction, Drama, Action",3/29/2017,en,59801921
Real Steel,299268508,110000000,"Action, Science Fiction, Drama",9/28/2011,en,189268508
Bad Boys for Life,426505244,90000000,"Thriller, Action, Crime",1/15/2020,en,336505244
Top Gun: Maverick,1488732821,170000000,"Action, Drama",5/24/2022,en,1318732821
Baywatch,177856751,69000000,"Comedy, Action, Crime",5/25/2017,en,108856751
Sin City,158733820,40000000,"Thriller, Action, Crime",4/1/2005,en,118733820
The Help,216639112,25000000,Drama,8/9/2011,en,191639112
Mission: Impossible - Fallout,791657398,178000000,"Action, Adventure",7/13/2018,en,613657398
Fifty Shades Freed,368307760,55000000,"Drama, Romance",1/17/2018,en,313307760
Snow White and the Huntsman,396600000,170000000,"Adventure, Fantasy, Drama",5/30/2012,en,226600000
Eternals,402064899,200000000,"Science Fiction, Action, Adventure",11/3/2021,en,202064899
Apocalypse Now,150000000,31500000,"Drama, War",8/15/1979,en,118500000
The Breakfast Club,51525171,1000000,"Comedy, Drama",2/15/1985,en,50525171
22 Jump Street,331333876,50000000,"Crime, Comedy, Action",6/5/2014,en,281333876
Sing,634151679,75000000,"Animation, Comedy, Family, Music",11/23/2016,en,559151679
Chappie,104399548,49000000,"Crime, Action, Science Fiction",3/4/2015,en,55399548
The Day After Tomorrow,552639571,125000000,"Action, Adventure, Science Fiction, Thriller",5/26/2004,en,427639571
The Simpsons Movie,527068851,75000000,"Animation, Comedy, Family",7/25/2007,en,452068851
Wonder,305937718,20000000,"Drama, Family",11/13/2017,en,285937718
Friends with Benefits,149542245,35000000,"Romance, Comedy",7/21/2011,en,114542245
Pride & Prejudice,121616555,28000000,"Drama, Romance",9/16/2005,en,93616555
10 Things I Hate About You,53478166,16000000,"Comedy, Romance, Drama",3/30/1999,en,37478166
Fantastic Four: Rise of the Silver Surfer,301913131,130000000,"Adventure, Fantasy, Action, Thriller",6/13/2007,en,171913131
10 Cloverfield Lane,110216998,15000000,"Thriller, Science Fiction, Drama, Horror",3/10/2016,en,95216998
Pretty Woman,463406268,14000000,"Comedy, Romance",3/23/1990,en,449406268
Assassin's Creed,240697856,125000000,"Action, Adventure, Science Fiction",12/21/2016,en,115697856
Focus,153962963,50100000,"Romance, Comedy, Crime",2/25/2015,en,103862963
Armageddon,553799566,140000000,"Action, Thriller, Science Fiction, Adventure",7/1/1998,en,413799566
Quantum of Solace,589580482,200000000,"Adventure, Action, Thriller, Crime",10/29/2008,en,389580482
The Little Mermaid,211343479,40000000,"Animation, Family, Fantasy",11/17/1989,en,171343479
Tomb Raider,274650803,94000000,"Action, Adventure, Fantasy",3/5/2018,en,180650803
King Kong,562363449,207000000,"Adventure, Drama, Action",12/12/2005,en,355363449
The Cabin in the Woods,71041255,30000000,"Horror, Fantasy",4/12/2012,en,41041255
Fargo,60611975,7000000,"Crime, Drama, Thriller",3/8/1996,en,53611975
Predator,98267558,15000000,"Science Fiction, Action, Adventure, Thriller",6/12/1987,en,83267558
Fifty Shades Darker,378827494,55000000,"Drama, Romance",2/8/2017,en,323827494
Groundhog Day,71074049,14600000,"Romance, Fantasy, Drama, Comedy",2/11/1993,en,56474049
The Exorcist,441405644,12000000,Horror,12/26/1973,en,429405644
The Terminal,219417255,60000000,"Comedy, Drama",6/17/2004,en,159417255
The Lego Movie,469160692,60000000,"Animation, Family, Adventure, Comedy, Fantasy",2/6/2014,en,409160692
The Nice Guys,62788218,50000000,"Comedy, Crime, Action",5/15/2016,en,12788218
Don't Look Up,791863,75000000,"Science Fiction, Comedy, Drama",12/7/2021,en,-74208137
The Expendables,274470394,80000000,"Thriller, Adventure, Action",8/3/2010,en,194470394
Nocturnal Animals,29252978,22500000,"Drama, Thriller",11/4/2016,en,6752978
Scott Pilgrim vs. the World,48000000,85000000,"Action, Comedy, Romance",8/12/2010,en,-37000000
Batman,411348924,35000000,"Fantasy, Action, Crime",6/21/1989,en,376348924
Maze Runner: The Death Cure,288175335,62000000,"Science Fiction, Action, Adventure, Thriller",1/10/2018,en,226175335
Rocky,225250402,1000000,"Drama, Romance",11/21/1976,en,224250402
The Bourne Ultimatum,442824138,70000000,"Action, Drama, Mystery, Thriller",8/3/2007,en,372824138
American Pie,235483004,11000000,"Comedy, Romance",7/9/1999,en,224483004
Cars 2,559852396,200000000,"Animation, Family, Adventure, Comedy",6/11/2011,en,359852396
The Secret Life of Walter Mitty,188133322,90000000,"Adventure, Comedy, Drama, Fantasy",12/18/2013,en,98133322
Pixels,244874809,88000000,"Action, Comedy, Science Fiction",7/16/2015,en,156874809
Ice Age: Continental Drift,877244782,95000000,"Animation, Comedy, Adventure, Family",6/27/2012,en,782244782
BlacKkKlansman,93411426,15000000,"Comedy, Crime, Drama",8/9/2018,en,78411426
The Meg,530517320,150000000,"Action, Science Fiction, Horror",8/9/2018,en,380517320
127 Hours,35692920,18000000,"Adventure, Drama, Thriller",11/12/2010,en,17692920
Blood Diamond,171720398,100000000,"Drama, Thriller, Action",12/8/2006,en,71720398
Ralph Breaks the Internet,529323962,175000000,"Family, Animation, Comedy, Adventure",11/20/2018,en,354323962
Valerian and the City of a Thousand Planets,225973340,177200000,"Adventure, Science Fiction, Action",7/20/2017,en,48773340
The Bourne Supremacy,288500217,75000000,"Action, Drama, Thriller",7/23/2004,en,213500217
Ford v Ferrari,225508210,97600000,"Drama, Action, History",11/13/2019,en,127908210
Percy Jackson & the Olympians: The Lightning Thief,226497209,95000000,"Adventure, Fantasy, Family",2/1/2010,en,131497209
Coraline,124600000,60000000,"Animation, Family, Fantasy",2/5/2009,en,64600000
Creed,173567581,37000000,"Action, Drama",11/25/2015,en,136567581
Hot Fuzz,80573774,12000000,"Crime, Action, Comedy",2/14/2007,en,68573774
Don't Breathe,159047649,9900000,"Thriller, Horror",6/8/2016,en,149147649
Ted 2,215863606,68000000,"Comedy, Fantasy",6/25/2015,en,147863606
The Butterfly Effect,96060858,13000000,"Science Fiction, Thriller",1/17/2004,en,83060858
Hereditary,82530552,10000000,"Horror, Mystery, Thriller",6/7/2018,en,72530552
Snow White and the Seven Dwarfs,184925486,1488423,"Fantasy, Animation, Family",12/21/1937,en,183437063
Midnight in Paris,151119219,17000000,"Fantasy, Comedy, Romance",5/11/2011,en,134119219
Hercules,252712101,85000000,"Animation, Family, Fantasy, Adventure, Comedy, Romance",6/20/1997,en,167712101
American Hustle,251171807,40000000,"Drama, Crime",12/3/2013,en,211171807
Life,100541806,58000000,"Horror, Science Fiction, Mystery, Thriller",3/22/2017,en,42541806
Green Lantern,219851172,200000000,"Adventure, Action, Thriller, Science Fiction",6/14/2011,en,19851172
